0.085,0.3,0.15,0.025,0.033,0.01,2000,0.7,0.9,1.5,1.5,0.3,1,1,0.033,0.02,1,0.75,0,1
0.085,0.3,0.15,0.025,0.033,0.01,2000,0.7,0.9,1.5,1.5,0.3,1,1,0.033,0.02,1,0.75,0,1
0.085,0.3,0.15,0.025,0.033,0.01,2000,0.7,0.9,1.5,1.5,0.3,1,1,0.033,0.02,1,0.75,0,1
0.085,0.3,0.15,0.025,0.033,0.01,2000,0.7,0.9,1.5,1.5,0.3,1,1,0.033,0.02,1,0.75,0,1
0.085,0.3,0.15,0.025,0.033,0.01,2000,0.7,0.9,1.5,1.5,0.3,1,1,0.033,0.02,1,0.75,0,1
0.085,0.3,0.15,0.025,0.033,0.01,2000,0.7,0.9,1.5,1.5,0.3,1,1,0.033,0.02,1,0.75,0,1
0.085,0.3,0.15,0.025,0.033,0.01,2000,0.7,0.9,1.5,1.5,0.3,1,1,0.033,0.02,1,0.75,0,1
0.085,0.3,0.15,0.025,0.033,0.01,2000,0.7,0.9,1.5,1.5,0.3,1,1,0.033,0.02,1,0.75,0,1
0.085,0.3,0.15,0.025,0.033,0.01,2000,0.7,0.9,1.5,1.5,0.3,1,1,0.033,0.02,1,0.75,0,1
0.085,0.3,0.15,0.025,0.033,0.01,2000,0.7,0.9,1.5,1.5,0.3,1,1,0.033,0.02,1,0.75,0,1
0.085,0.3,0.15,0.025,0.033,0.02,2000,0.7,0.9,1.5,1.5,0.3,1,1,0.033,0.02,1,0.75,0,1
0.085,0.3,0.15,0.025,0.033,0.02,2000,0.7,0.9,1.5,1.5,0.3,1,1,0.033,0.02,1,0.75,0,1
0.085,0.3,0.15,0.025,0.033,0.01,2000,0.7,0.9,1.5,1.5,0.3,1,1,0.033,0.02,1,0.75,0,1
0.085,0.3,0.15,0.025,0.033,0.01,2000,0.7,0.9,1.5,1.5,0.3,1,1,0.033,0.02,1,0.75,0,1
0.085,0.3,0.15,0.025,0.033,0.01,2000,0.7,0.9,1.5,1.5,0.3,1,1,0.033,0.02,1,0.75,0,1
0.085,0.3,0.15,0.025,0.033,0.01,2000,0.7,0.9,1.5,1.5,0.3,1,1,0.033,0.02,1,0.75,0,1
0.085,0.3,0.15,0.025,0.033,0.01,2000,0.7,0.9,1.5,1.5,0.3,1,1,0.033,0.02,1,0.75,0,1
0.085,0.3,0.15,0.025,0.033,0.01,2000,0.7,0.9,1.5,1.5,0.3,1,1,0.033,0.02,1,0.75,0,1
0.085,0.3,0.15,0.025,0.033,0.01,2000,0.7,0.9,1.5,1.5,0.3,1,1,0.033,0.02,1,0.75,0,1
0.085,0.3,0.15,0.025,0.033,0.01,2000,0.7,0.9,1.5,1.5,0.3,1,1,0.033,0.02,1,0.75,0,1
0.085,0.3,0.15,0.025,0.033,0.01,2000,0.7,0.9,1.5,1.5,0.3,1,1,0.033,0.02,1,0.75,0,1
0.085,0.3,0.15,0.025,0.033,0.01,2000,0.7,0.9,1.5,1.5,0.3,1,1,0.033,0.02,1,0.75,0,1
0.085,0.3,0.15,0.025,0.033,0.01,2000,0.7,0.9,1.5,1.5,0.3,1,1,0.033,0.02,1,0.75,0,1
