1.25,1,1,0,0,0.27,9999,0.05,0.05,0.01,0.1,31,29,27,25,0.0523,0.0518,0.0518,0.0512,17,15,13,4,123010000,161445000,372420000,189715000,2025,2027,2029
1.25,1,1,0.01,0,0.27,9999,0.05,0.05,0.01,0.1,31,29,27,25,0.0523,0.0518,0.0518,0.0512,17,15,13,4,123010000,161445000,372420000,189715000,2025,2027,2029
1.25,1,1,0.02,0,0.27,9999,0.05,0.05,0.01,0.1,31,29,27,25,0.0523,0.0518,0.0518,0.0512,17,15,13,4,123010000,161445000,372420000,189715000,2025,2027,2029
1.25,1,1,0.03,0,0.27,9999,0.05,0.05,0.01,0.1,31,29,27,25,0.0523,0.0518,0.0518,0.0512,17,15,13,4,123010000,161445000,372420000,189715000,2025,2027,2029
1.25,1,1,0.04,0,0.27,9999,0.05,0.05,0.01,0.1,31,29,27,25,0.0523,0.0518,0.0518,0.0512,17,15,13,4,123010000,161445000,372420000,189715000,2025,2027,2029
1.25,1,1,0,0,0.27,9999,0.05,0.05,0.01,0.1,31,29,27,25,0.0523,0.079980769,0.108873585,0.102326016,17,15,13,4,123010000,181427927.7,407170643.9,206175475,2025,2027,2029
1.25,1,1,0.01,0,0.27,9999,0.05,0.05,0.01,0.1,31,29,27,25,0.0523,0.079980769,0.108873585,0.102326016,17,15,13,4,123010000,181427927.7,407170643.9,206175475,2025,2027,2029
1.25,1,1,0.02,0,0.27,9999,0.05,0.05,0.01,0.1,31,29,27,25,0.0523,0.079980769,0.108873585,0.102326016,17,15,13,4,123010000,181427927.7,407170643.9,206175475,2025,2027,2029
1.25,1,1,0.03,0,0.27,9999,0.05,0.05,0.01,0.1,31,29,27,25,0.0523,0.079980769,0.108873585,0.102326016,17,15,13,4,123010000,181427927.7,407170643.9,206175475,2025,2027,2029
1.25,1,1,0.04,0,0.27,9999,0.05,0.05,0.01,0.1,31,29,27,25,0.0523,0.079980769,0.108873585,0.102326016,17,15,13,4,123010000,181427927.7,407170643.9,206175475,2025,2027,2029
1.25,1,1,0,0,0.27,9999,0.05,0.05,0.01,0.1,31,29,27,25,0.0523,0.0518,0.0518,0.0512,17,15,13,4,123010000,161445000,372420000,189715000,2025,2027,2029
1.25,1,1,0.01,0,0.27,9999,0.05,0.05,0.01,0.1,31,29,27,25,0.0523,0.0518,0.0518,0.0512,17,15,13,4,123010000,161445000,372420000,189715000,2025,2027,2029
1.25,1,1,0.05,0,0.27,9999,0.05,0.05,0.01,0.1,31,29,27,25,0.0523,0.079980769,0.108873585,0.102326016,17,15,13,4,123010000,181427927.7,407170643.9,206175475,2025,2027,2029
1.25,1,1,0.06,0,0.27,9999,0.05,0.05,0.01,0.1,31,29,27,25,0.0523,0.079980769,0.108873585,0.102326016,17,15,13,4,123010000,181427927.7,407170643.9,206175475,2025,2027,2029
1.25,1,1,0.07,0,0.27,9999,0.05,0.05,0.01,0.1,31,29,27,25,0.0523,0.079980769,0.108873585,0.102326016,17,15,13,4,123010000,181427927.7,407170643.9,206175475,2025,2027,2029
1.25,1,0,0,0,0.27,9999,0.05,0.05,0.01,0.1,31,29,27,25,0.0523,0.0518,0.0518,0.0512,17,15,13,4,123010000,178673694.7,403276946.5,197925879.1,2025,2027,2029
1.25,1,0,0,0,0.27,9999,0.05,0.05,0.01,0.1,31,29,27,25,0.0523,0.079980769,0.108873585,0.102326016,17,15,13,4,123010000,178673694.7,403276946.5,197925879.1,2025,2027,2029
1.25,1,0,0,0,0.27,9999,0.05,0.05,0.01,0.1,31,29,27,25,0.0523,0.0618,0.0718,0.0812,17,15,13,4,123010000,178673694.7,403276946.5,197925879.1,2025,2027,2029
1.25,1,1,0.05,0,0.27,9999,0.05,0.05,0.01,0.1,31,29,27,25,0.0523,0.0518,0.0518,0.0512,17,15,13,4,123010000,178673694.7,403276946.5,197925879.1,2025,2027,2029
1.25,1,1,0.065,0,0.27,9999,0.05,0.05,0.01,0.1,31,29,27,25,0.0523,0.079980769,0.108873585,0.102326016,17,15,13,4,123010000,178673694.7,403276946.5,197925879.1,2025,2027,2029
1.25,1,1,0.055,0,0.27,9999,0.05,0.05,0.01,0.1,31,29,27,25,0.0523,0.0618,0.0718,0.0812,17,15,13,4,123010000,178673694.7,403276946.5,197925879.1,2025,2027,2029
1.25,1,1,0.04,0,0.27,9999,0.05,0.05,0.01,0.1,31,29,27,25,0.0523,0.079980769,0.108873585,0.102326016,17,15,13,4,123010000,178673694.7,403276946.5,197925879.1,2025,2027,2029
1.25,1,1,0.04,0,0.27,9999,0.05,0.05,0.01,0.1,31,29,27,25,0.0523,0.0618,0.0718,0.0812,17,15,13,4,123010000,178673694.7,403276946.5,197925879.1,2025,2027,2029
